game,critic_score,user_score
Midnight Club: Los Angeles,8,
Command & Conquer: Tiberian Sun,,
Dino Crisis,8.9,
Final Fantasy V,7.5,
Monster Hunter Freedom 2,7.6,
Pro Wrestling,,
Theme Hospital,5.5,
God of War: Ascension,7.8,
Madden NFL 11,8.4,
Batman: Arkham Origins,7.8,
Frogger's Adventures: Temple of the Frog,6.7,
Zumba Fitness,,
Mario & Sonic at the London 2012 Olympic Games,6.8,
Monopoly,,
Mortal Kombat II (US & Others sales),,
Guitar Hero,8,
Dead Island,7,
WCW/nWo Revenge,,
Ratchet & Clank (2016),,
Yu-Gi-Oh! The Duelists of the Roses,,
Madden NFL 08,8.7,
The Incredibles,5.9,
Tony Hawk's Underground 2,8.6,
Madden NFL 10,8.5,
Uncharted: The Lost Legacy,8.4,7.7
Sonic's Ultimate Genesis Collection,8.1,
Sleeping Dogs,8.5,8.3
Kirby's Dream Land 2,,
Pokemon Mystery Dungeon: Red Rescue Team,6.5,
Destiny 2,8.7,4.2
Donkey Kong Land 2,,
Dragon Quest Monsters,,
Pokemon Ranger: Shadows of Almia,6.7,
Tekken 7,8.2,6.8
WarioWare: Smooth Moves,8.2,
LEGO Indiana Jones: The Original Adventures,7.8,
Lego Marvel Super Heroes,,
WWE SmackDown vs Raw 2008,,
Dragon Age: Inquisition,8.9,7.4
Kinect Sports: Season Two,6.6,
Madden NFL 25,7.8,
Art Academy,6.8,
My Fitness Coach,7.1,
Assassin's Creed IV: Black Flag,8.3,
Mario Super Sluggers,6.7,
Mario Tennis,8.8,
Yokai Watch Blasters: Red Cat Corps / White Dog Squad,,
Grand Theft Auto,6,
James Bond 007: Everything or Nothing,8.5,
Mafia II,7.6,
Need for Speed: High Stakes,8.8,
Mario Paint,,
The Legend of Zelda: The Wind Waker,9.3,
The Sims 3,8,
Cool Boarders 3,6,
LEGO Star Wars: The Complete Saga,8,
"Papers, Please",8.4,8.5
Chrono Trigger,8.8,
Final Fantasy III,7.4,
Resident Evil 4,9.6,9.3
Tabletop Simulator,,
LEGO Harry Potter: Years 1-4,8,
Dead Island,6.7,
Tomb Raider II,8.2,
Need for Speed Underground 2,9.1,
Pro Evolution Soccer 2010,7,
Fire Emblem: Awakening,9,9.1
Mario Bros.,4.5,
Darksiders: Warmastered Edition,,
FIFA Soccer 09,7.1,
Star Wars Battlefront II (US sales),,
Golf With Your Friends,,
Animal Crossing,8.3,
Classic NES Series: Super Mario Bros.,8.3,
Kirby Squeak Squad,7.3,
Madden NFL 12,7.8,
Borderlands 2,9,
No Man's Sky,6.8,4.6
Cool Boarders 2,7.2,
Battlefield 2,9,
Donkey Kong Country: Tropical Freeze,9.1,9.1
Dynasty Warriors 4,8.6,
Guitar Hero III: Legends of Rock,8.2,8
Just Dance Kids,,
Madden NFL 15,8.1,6.1
Call of Duty 3,6.8,7.3
Batman: Arkham Asylum,9.3,
Sonic Advance,9.1,
Super Mario All-Stars: Limited Edition,7.2,
Spyro: Season of Ice,,
Air Combat,7,
Mario Party 10,6.3,6.4
Teenage Mutant Ninja Turtles II: The Arcade Game,,
Dance Dance Revolution X2,,
Battlefield V,7.3,2.1
Prince of Persia: The Sands of Time,9,9.1
FIFA 19,8.3,2
Star Wars: The Force Unleashed,6.8,
The Legend of Zelda: Link's Awakening DX,9.4,
NBA 2K14,9.3,
Darkest Dungeon,8.4,7.8
Madden NFL 19,8,2.3
ARMS,7.9,7.1
Guitar Hero II,9.2,
LEGO Indiana Jones: The Original Adventures,8,
Need for Speed: Hot Pursuit,8.8,
Frogger,,
Rock Band 2,9.2,
Baldur's Gate,9.2,
NieR: Automata,8.8,8.9
R.B.I. Baseball,,
Wario Land 3,,
Wario Land 4,9,
BioShock 2,8.6,
High School Musical: Makin' the Cut!,7.3,
Final Fantasy XIII,8.1,
Skylanders SWAP Force,,
FIFA 15,7.9,5.4
Star Wars: Knights of the Old Republic,9.4,10
Donkey Kong Country,9.1,
Kirby's Pinball Land,8,
Yokai Watch 3: Sushi / Tempura / Sukiyaki,,
Pro Evolution Soccer 2012,7.5,
Need for Speed: Payback,5.8,
Yu-Gi-Oh: Duel Monsters 4,,
ATV Offroad Fury 2,8.7,
Destiny: The Taken King,8.6,6.2
Spyro Reignited Trilogy,8.2,8.1
Mario Party 5,5.9,
Star Wars: Rogue Squadron,9,
Tennis,,
Scribblenauts,8.2,
PlayerUnknown's Battlegrounds,8.5,5
Need for Speed Rivals,8,
PlayStation VR Worlds,,
Devil May Cry,9.1,9.3
Dragon Ball: Xenoverse,6.9,7.7
The Sims: House Party,7,
Your Shape featuring Jenny McCarthy,6,
Syphon Filter 2,8.9,
Battlefield: Hardline,,
How to Survive 2,,
Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,,
Mario & Luigi: Superstar Saga,8.8,
Volleyball,,
Banished,7.3,8.1
Mahjong,,
Mario & Sonic at the Olympic Games,7.2,
R.C. Pro-Am,,
SimCity 2000,8,
Super Mario RPG: Legend of the Seven Stars,,
Call of Duty: Roads to Victory,6.1,
Demon Attack,,
Dance Dance Revolution Extreme,8,
NBA 2K12,9,
Borderlands,8.2,
Mortal Kombat (2011),8.6,
Project Gotham Racing,8.4,
Golf,9,
NBA 2K11,8.8,
Tony Hawk's Pro Skater,9.3,
PES 2009: Pro Evolution Soccer,7.7,
Need for Speed: Hot Pursuit 2,8.7,
Project Gotham Racing (JP weekly sales),,
Scooby-Doo! Night of 100 Frights,6.7,
Killzone: Shadow Fall,9,6.8
Kirby: Nightmare in Dream Land,8.1,
Onimusha 2: Samurai's Destiny,8.5,
Battlefield 4,8.5,
Need for Speed: Most Wanted 5-1-0,7.4,
Derby Stallion,,
Just Dance 2015,,
Finding Nemo,7,
Madden NFL 15,,
Grand Theft Auto: Episodes from Liberty City,9,
Total War: WARHAMMER,8.6,7.4
Tetris Worlds,3.8,
Sim Theme Park,8.1,
Rock Band,8.2,
Portal 2,9.6,
Mario Party 7,6,
Wipeout: The Game,,
Metal Gear Solid: Peace Walker,8.6,
Spec Ops: Airborne Commando,,
Dance Dance Revolution: Hottest Party,7,
The Sims 2: Pets,4.8,
Rise of the Tomb Raider,,
UFC 2009 Undisputed,8.4,
Yu-Gi-Oh! The Eternal Duelist Soul,8,
LittleBigPlanet 3,7.9,7.2
Professor Layton and the Last Specter,8.4,
The Incredibles,5.4,
Call of Duty 2,8.8,9.1
Hitman: Absolution,9,
Toy Story 3: The Video Game,,
R4: Ridge Racer Type 4,9.1,
Tom Clancy's Splinter Cell: Conviction,8.6,
Need for Speed: Undercover,5.9,
Need for Speed: ProStreet,7.1,
The Elder Scrolls Online: Tamriel Unlimited,7.4,7.7
Mortal Kombat vs DC Universe,7.6,
NBA Jam,,
Famista '89 - Kaimaku Han!!,,
Dark Souls,9,
Middle-Earth: Shadow of War,,
SOCOM: U.S. Navy SEALs: Combined Assault,,
Need for Speed: ProStreet,7.2,
Madden NFL 25,7.5,
Carnival Games,6.5,
Peter Jackson's King Kong: The Official Game of the Movie,,
Dead or Alive 3,8.3,
PGR4 - Project Gotham Racing 4,8.6,
Dance Central 2,8.6,
Dragon Quest XI: Echoes of an Elusive Age,9.5,8.7
NBA 2K17,8.8,6
Skate 3,8,
1080?: TenEighty Snowboarding,9.1,
Mario Hoops 3 on 3,7.1,
Serious Sam 3: BFE,7,8.2
Rayman Raving Rabbids: TV Party,7.1,
NBA Live 2004,8.8,
The Sims 3,8.1,
Onimusha: Warlords,8.7,7.3
Just Dance 3,5.5,
Rocket League,8.7,8.5
NBA 2K18,7.7,1.5
Call of Duty: Black Ops 3,,
Need for Speed: The Run,6.3,
Donkey Kong Country: Tropical Freeze,8.8,9.1
Dragon Ball FighterZ,8.7,8.1
Stick Fight: The Game,,
Plague Inc: Evolved,,
Dead Space,8.9,
Baldur's Gate II: Shadows of Amn,9.5,
Bloodborne,8.2,8.9
Deca Sports,5.3,
Diablo II: Lord of Destruction,8.8,
Dragon Ball Z: Budokai Tenkaichi,,
Dragon Quest Monsters: Joker 2,8.1,
Dragon Warrior,,
Driveclub,7.2,6.2
inFAMOUS,8.7,9.1
Nioh,8.8,8.5
Planet Coaster,8.4,7.7
Resident Evil 4,9.2,9.7
Saints Row,8,
SimCity (2013),,
Star Wars: The Old Republic,8.4,5.9
Super Street Fighter II,,
Surgeon Simulator,,
Trials HD,8.6,
Yoshi's New Island,7.9,6.2
Your Shape: Fitness Evolved,7,
TouchMaster,6.9,
Mortal Kombat vs DC Universe,7.6,
Tenchu: Stealth Assassins,8.8,
LEGO City Undercover: The Chase Begins,6.2,6.6
Tennis,8,
Harry Potter and the Chamber of Secrets,7.2,
Just Cause 3,7.5,6.4
Harry Potter and the Chamber of Secrets,,
Mario Sports Mix,6,
SimCity,,
BioShock Infinite,9.4,
Spyro: Enter the Dragonfly,,
Resident Evil 6,,
Stellaris,7.8,8
E.T.: The Extra Terrestrial,,
Dishonored 2,8.8,7.9
Hot Shots Golf: Open Tee,8.4,
Inazuma Eleven 2: Blizzard / Firestorm,,
Naruto Shippuden: Ultimate Ninja Storm 4,7.9,8
Rad Racer,,
Soccer,,
Lego Marvel Super Heroes,,
Tom Clancy's Rainbow Six: Vegas,8.8,
Crash Nitro Kart,7.4,
Grand Theft Auto: San Andreas,9.2,
Pokemon Battle Revolution,5.2,
Star Wars: Dark Forces,,
Call of Duty: Black Ops 3,,
Burnout Paradise,9,
NBA Street Vol. 2,9.4,
Forza Horizon,9,
Destiny,,
Def Jam Vendetta,8.9,
Who Wants to be a Millionaire,,
Alleyway,,
Scooby Doo and the Cyber Chase,,
FIFA Soccer 09,8.7,
Call of Duty: World at War,8.1,8.9
Jet Moto 2,7,
Tom Clancy's Ghost Recon,4,
X-Men Legends,8.6,
Mortal Kombat II,,
Virtua Fighter 2,,
The Legend of Zelda: Oracle of Ages,9.4,
Guitar Hero: World Tour,8.5,
Red Faction,9.1,
The Sims: Makin' Magic,8.2,
MX Unleashed,8.8,
PaRappa The Rapper,9.2,
Star Wars Battlefront II (2017),,
Need for Speed: Shift,8.2,
Postal 2,4.8,
Lego Marvel Super Heroes,,
Mario Party 3,7,
Paper Mario: The Thousand-Year Door,9,
Madden NFL 18,8.8,4.5
Star Wars Rogue Leader: Rogue Squadron II,9.2,
Tomb Raider (2013),8.5,
Dissidia: Final Fantasy,8.1,10
Dragon Quest Monsters: Joker,7.6,
Monster Hunter Tri,8.1,10
Parasite Eve,7.9,
Batman: Arkham Origins,7.8,
Until Dawn,7.9,8.3
Monopoly,7,
Minecraft,9.2,
Ratchet & Clank Future: A Crack in Time,8.7,9
Madden NFL 09,8.6,
Toy Story Mania!,,
Game Party 2,3,
Tetris DX,,
Yu-Gi-Oh! Forbidden Memories,7,
Mortal Kombat: Deception,7.4,
Hot Shots Golf 2,9.2,
Medal of Honor: European Assault (All Region sales),,
WCW Nitro,7,
The Long Dark,7.7,8.2
High School Musical: Sing It!,,
FIFA 2000,8.8,
inFAMOUS 2,8.1,
Star Wars: The Force Unleashed,6.8,7.4
The Legend of Zelda: Oracle of Seasons,9.3,
Broforce,8.3,8
Madden NFL 06,8.8,
Shrek 2,6.9,
Sonic Classic Collection,7.5,
The Legend of Dragoon,7.8,6.5
Turok 2: Seeds of Evil,9,
The Evil Within,7.7,7.5
SingStar,8,
Max Payne 3,9,
NBA Live 2002,7.6,
Jak 3,9.6,
Batman: Arkham Origins,7.8,7.5
Kirby's Epic Yarn,8.7,
Pinball,,
Phineas and Ferb,,
Gran Turismo Concept 2001 Tokyo,,
Forza Horizon 4,9.2,7.9
NCAA Football 06,9.2,
Rayman Raving Rabbids 2,6.6,
Watch Dogs,,
2 Games in 1: Sonic Advance & ChuChu Rocket!,,
Jet Moto,8,
"Hey You, Pikachu!",6,
Sonic Mega Collection Plus,7.8,
The Elder Scrolls V: Skyrim Special Edition,8.1,7.4
Risk of Rain,7.7,8.1
Dragon Quest XI,,
Donkey Kong Country,7.5,
Sonic & Knuckles,,
Star Fox Adventures,8.1,
Wolfenstein: The New Order,8.1,8.2
BioShock Infinite,9.5,
Namco Museum,7,
The Sims: Hot Date,8.4,
The Orange Box,9.7,
DDRMAX2: Dance Dance Revolution,8.5,
Crazy Taxi,9.3,
NBA 2K11,9.5,
Sly 2: Band of Thieves,9.2,
Alan Wake,9,8
Guitar Hero: World Tour,,
Ace Combat 5: The Unsung War,9.3,
Madden NFL 07,8.2,
Sonic Advance 2,9,
Dead Rising,8.4,
Dragon Quest V: Tenkuu no Hanayome,,
Kingdom Hearts HD I.5 + II.5 ReMIX,,
Monster Hunter Double Cross,,
Namco Museum DS,7.2,
Secret of Mana,9.1,
Sonic Colors,7.7,
NFL GameDay 2000,8.3,
Kirby's Return to Dreamland,7.6,
New Play Control! Mario Power Tennis,6.6,
Samurai Warriors,8.5,
The Lion King,,
LEGO Star Wars III: The Clone Wars,7.5,
The Crew,6.1,5.3
Midnight Club II,9.1,
SpongeBob SquarePants: SuperSponge,,
Wii Party U,6.6,6.9
The Getaway: Black Monday,6.5,
Far Cry 5,7.2,6.7
Mad Max (2013),,
50 Cent: Bulletproof,6.5,
Dynasty Warriors 3,8.5,
Kirby 64: The Crystal Shards,7.9,
UFC 2009 Undisputed,8.4,
Dragon's Dogma,7.5,
High School Musical: Sing It!,6.4,
Ori and the Blind Forest: Definitive Edition,8.8,8.7
WWF Attitude,8.3,
The SpongeBob SquarePants Movie,6.6,
Kid Icarus,7,
Sonic the Hedgehog 3,,
The Legend of Zelda: The Minish Cap,8.9,
Def Jam: Fight for NY,8.7,
Tom Clancy's Ghost Recon,8.8,
State of Emergency,8,
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,,
Kinect Star Wars,,
The Urbz: Sims in the City,7.5,
Star Wars: Starfighter,,
Madden NFL 2000,8.6,
Just Cause 2,8.3,
Star Wars Battlefront,,
Pro Evolution Soccer,,
Metal Gear Solid V: The Phantom Pain,9.1,7.8
Disney's Aladdin,,
Kirby's Adventure,9.5,
Yoshi,,
For Honor,7.8,6.1
FIFA Soccer 08,8.5,
Crackdown,8.4,7
Dance Dance Revolution X,5.4,
2 Games in 1: Disney Princess & The Lion King,,
Mortal Kombat X,8.6,7.5
Star Wars Episode I: The Phantom Menace,,
Max Payne 3,9,7.7
NBA 2K15,8.2,6.2
NBA 2K19,8.3,2.8
Madden NFL 99,,
Cuphead,8.8,8.3
Shadow of the Tomb Raider,7.5,7.3
SSX Tricky,9.2,
Twisted Metal III,4.4,
Harry Potter and the Sorcerer's Stone,,
Mario & Luigi: Partners in Time,8.8,
Xenoblade Chronicles 2,8.2,8.7
Crash Bandicoot: The Huge Adventure,8.3,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,9.7,
Dishonored,9.2,
Call of Duty: World at War Final Fronts,6.8,
Cruis'n USA,4,
Metroid II: Return of Samus,7.3,
Hot Shots Golf Fore!,8.8,
Titanfall 2,8.9,8.4
Game Party 3,2.5,
Madden NFL 2005,9.5,
Deal or No Deal,1.5,
Injustice 2,8.7,8.1
The Beatles: Rock Band,9,
Toy Story 2: Buzz Lightyear to the Rescue!,7,
Imagine: Teacher,7.5,
Call of Duty: Modern Warfare 3,8,2.7
Need for Speed Underground,8.8,
Tetris Worlds,5.5,
Call of Duty Black Ops: Declassified,,
Portal 2,9.6,
Factorio,,
FIFA Soccer 10,6.4,
Beyond: Two Souls,6,
Hitman: Absolution,9,
Chrono Cross,9.7,9.5
Devil May Cry 2,6.5,
Dragon Quest V: Hand of the Heavenly Bride,8.6,
Dragon Quest VI: Realms of Revelation,7.6,
Dynasty Warriors 5,7.7,
Final Fantasy II,10,
Final Fantasy Tactics Advance,9,
Kingdom Hearts 358/2 Days,7.5,
Kingdom Hearts: Birth by Sleep,7.9,
Super Princess Peach,7.8,
Super Puyo Puyo,,
Tekken 6,7.8,
NCAA Football 07,8.9,
Game Dev Tycoon,6.8,8
Ben 10: Protector of Earth,7.8,
Sid Meier's Civilization V,8.9,
Cabela's Big Game Hunter 2010,5.5,
SOCOM 3: U.S. Navy SEALs,9,
Saints Row IV,7.3,
Jampack Winter '99,,
Cooking Mama 3: Shop & Chop,,
Tomodachi Collection: New Life,,
Need for Speed: Undercover,6.3,
WCW vs. nWo: World Tour,,
WCW/NWO Thunder,6.6,
Divinity: Original Sin 2,,
Harry Potter and the Sorcerer's Stone,6.6,
Dragon Ball Z: The Legacy of Goku,6.5,
The Sims 3: Late Night Expansion Pack,7.5,
LEGO Batman 2: DC Super Heroes,,
Far Cry 4,8.5,7.6
Saints Row 2,7.9,
World Championship Poker: Featuring Howard Lederer - All In,,
NFL GameDay 98,8.6,
Star Wars Battlefront: Renegade Squadron,7.5,
Time Crisis,8.5,
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,,
Virtua Fighter 4,9.3,
Planetary Annihilation,6.2,5.6
We Ski,7.1,
The Sims: Superstar,8.3,
SSX 3,9.5,
Madden NFL 2001,9.4,
Dragon Age: Origins,8.7,
Star Wars Battlefront II,7,
Disney's DuckTales,,
"Monsters, Inc.",,
The Legend of Zelda: Breath of the Wild,10,10
Tony Hawk's Pro Skater 3,9.6,
PGR: Project Gotham Racing 2,8.9,
Destiny,,
Fight Night Round 3,8.3,
Spy Hunter,,
NCAA Football 2004,8.1,
SpongeBob SquarePants: Battle for Bikini Bottom,5.8,
Big Beach Sports,4.9,
Disney Infinity,,
Shaun White Snowboarding: Road Trip,7.8,
SSX,,
NBA Ballers,9,
NBA Live 2003,8.7,
NBA 2K15,,
Ms. Pac-Man,,
Star Wars The Clone Wars: Lightsaber Duels,,
Dragon Ball Z: Budokai Tenkaichi 2,,
Golden Sun,9.1,
Street Fighter II': Special Champion Edition,,
Super Scope 6,,
MySims,7.1,
Need for Speed Carbon,7.9,
Plants vs. Zombies,9,
Watch Dogs,7.8,5.9
Persona 5,9.3,8.7
Army of Two,6.7,
Dig Dug,,
Ghosts 'n Goblins,,
Sonic Mega Collection,7.5,
Tom Clancy's Rainbow Six,3.8,
Wii Play: Motion,5.2,
Tiger Woods PGA Tour 2003,8.9,
NBA Live 06 (All region sales),,
Prince of Persia: Warrior Within,8.5,
ESPN NFL 2K5,9.4,
Mario Party 6,7.2,
Pokemon Super Mystery Dungeon,7.7,8.3
Max Payne 3,9,
Tiger Woods PGA Tour 2004,9.1,
Ape Escape,9.3,
NCAA Football 2005,8.7,
Kinectimals,7.5,
Uncharted: Golden Abyss,7.9,7.4
Tony Hawk's American Wasteland (Old all region sales),,
Call of Duty: Black Ops,8.5,
The Order: 1886,6.2,6.6
Rock Band,9.1,
Sled Storm,8,
NFL Street 2,8.9,
Baseball,,
Yu-Gi-Oh! Duel Monsters,,
Buzz! The Music Quiz,,
SpongeBob's Atlantis SquarePantis,6,
Tom Clancy's Ghost Recon Wildlands,7.7,
Wolfenstein: The New Order,7.9,8.1
Rage,7.9,
Gears of War: Judgment,9.2,
Madden NFL 15,8,6.2
Midnight Club 3: DUB Edition (America/Others Sales),,
Dragon Quest IV: Chapters of the Chosen,8.1,8
Dragon Quest Monsters 2: Cobi's Journey,,
Dragon Quest VII: Fragments of the Forgotten Past,8.1,8.4
F-1 World Grand Prix,8.3,
Kingdom Hearts HD I.5 ReMIX,,
Kingdom Hearts: Chain of Memories,7.4,
Lost Planet: Extreme Condition,7.6,
Metroid Fusion,9,
Pikmin,8.1,
Resident Evil 4,9.6,
Sonic Adventure DX: Director's Cut,5.4,
Sonic Unleashed,6.7,8.2
Super Mario Strikers,8,
River Raid,,
Just Cause 2,8,
Silent Hill,8.9,
L.A. Noire: The Complete Edition,8.3,7.9
ESPN NBA 2K5,8,
Sonic Generations,7.3,
LEGO Harry Potter: Years 1-4,7.9,
Far Cry 2,8.5,
Soul Blade,8.6,
Diddy Kong Racing DS,5.1,
Mario Bros.,,
Pro Evolution Soccer 2008,7.1,
FIFA 16,9,
NASCAR 2000,7,
Dance Dance Revolution: Hottest Party 2,,
Final Fantasy XIV Online,5.3,
Jampack Summer 2K,,
Devil May Cry 4,8.2,8.2
Spyro 2: Season of Flame,,
Batman: Arkham Knight,8.5,6.8
LEGO Pirates of the Caribbean: The Video Game,7.5,
Pro Evolution Soccer 2010,7.2,
NCAA Football 2002,9,
Guitar Hero: On Tour Decades,,
Kirby: Planet Robobot,7.7,8.5
Moshi Monsters: Moshling Zoo,,
Conflict: Desert Storm,5.5,
High School Musical 3: Senior Year,7,
Carnival Games: Mini Golf,,
Smuggler's Run,7.9,
Fight Night Round 3,8,
AudioSurf,8.2,9
Mortal Kombat,8.4,
Donkey Kong Classics,,
Mario Tennis Open,6.6,6.9
Yoshi's Woolly World,7.4,6
Mark of the Ninja,9.3,8
Hannah Montana: Music Jam,6.8,
Twisted Metal,7,
BioShock 2,8.5,
MySims Kingdom,,
Mafia II,7.2,
Stuntman,8.6,
Tom Clancy's Rainbow Six 3,9.3,
BioShock 2,8.5,
Dishonored,9.2,
Guitar Hero 5,8.9,
007: The World is Not Enough,7.4,
Practise English!,,
Spider-Man 2: Enter: Electro,,
Battlefield V,7.8,2.6
Need for Speed: Most Wanted (2012),,
Go Vacation,7,
NBA 2K14,8.9,6.5
Active Life: Outdoor Challenge,,
Dark Cloud,8.2,
Sonic the Hedgehog (2006),4.8,4.8
MVP Baseball 2005,9.2,
Die Hard Trilogy,8.5,
Hitman,8.3,7.3
Mortal Kombat 3,,
Pokemon Ranger: Guardian Signs,6.5,
SoulCalibur IV,8.3,
Tecmo Bowl,,
Yoshi's Cookie,,
NFL GameDay 99,9.3,
Disney Infinity,8.7,
ShellShock Live,,
Star Wars Knights of the Old Republic II: The Sith Lords,8.7,
Tiger Woods 99 PGA Tour Golf,,
Knockout Kings,7.3,
The Simpsons Skateboarding,2.5,
Disney Fairies: Tinker Bell,5.5,
Fight Night Round 4,8.6,
Pro Evolution Soccer 2013,8.5,
NASCAR 98,8,
F1 Race,9.5,7.4
Mario vs. Donkey Kong 2: March of the Minis,7.7,
Onimusha 3: Demon Siege,9,
Xevious,,
NASCAR 99,7.1,
Forza Motorsport 7,8.9,5.9
NBA Live 2000,8.8,
Super Monkey Ball 2,9,
Sonic Rivals 2,6.4,
Dead Space 2,9.1,
MySims Kingdom,7.3,
Pac-Man World 2,7.9,
How to Survive,5.4,7
Call of Duty: Black Ops II,9.3,4.4
Call of Duty: Modern Warfare: Reflex Edition,7.2,8.9
Tomb Raider: Definitive Edition,9.1,8.1
Call of Duty 3,7.7,
Star Wars: The Force Unleashed II,6.3,
Mega Man 2,,
Simpsons Wrestling,,
The Simpsons Game,7.7,
Turok: Dinosaur Hunter,8.9,
NBA Live 98,,
The Simpsons Game,6.5,
Madden NFL 19,8.1,3.3
Monopoly,,
SoulCalibur II,9.2,
Tokyo Xtreme Racer Zero,,
Metal Gear Rising: Revengeance,9,
NFL Blitz,9.1,
Red Faction II,8.6,
Rayman Legends,9.5,8.4
Madden NFL 2001,9,
ARK: Survival Evolved,,
Counter-Strike,7.9,
Crysis: Warhead,8.4,
Dirge of Cerberus: Final Fantasy VII,5.7,
Goat Simulator,8,6.6
Heavenly Sword,8,
Ice Climber,6.5,
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,,
Octopath Traveler,8.1,8.7
Puzzle & Dragons,,
Sonic CD,,
Sonic Colors,8.2,8.1
SoulCalibur II,9.1,
Stronghold,8.7,
WWF No Mercy,9.1,
Rock Band 2,8.9,
Football Manager 2012,8.5,7.9
Pac-Man World,,
Mass Effect: Andromeda,7.1,4.9
Mafia II,7,
Dead Rising 2,8.2,
Medal of Honor: Frontline,7.9,
Metro: Last Light,8.2,8.5
Madden NFL 15,,
Madden NFL 09,7,
Resistance 3,8.3,
Banjo-Tooie,9.3,
Pokemon Mystery Dungeon: Explorers of Sky,5.7,
Buzz! The BIG Quiz,,
State of Decay,7.9,6.9
Tom Clancy's Ghost Recon: Future Soldier,8.5,
LEGO Star Wars III: The Clone Wars,7.9,
Bratz: Forever Diamondz,4.5,
Drawn To Life: SpongeBob SquarePants Edition,,
Sonic's Ultimate Genesis Collection,8.1,
LEGO Battles: Ninjago,5,
Final Fight,10,
Nintendo World Cup,,
Professor Layton and the Mask of Miracle,8.4,
SoulCalibur IV,8.4,
Tamagotchi Connection: Corner Shop,6,
Wario Land II,,
WWF WrestleMania 2000,,
Rogue Legacy,8.5,7.9
Disney Sing It: Pop Hits,6.8,
007: Quantum of Solace,6.6,
Major League Baseball 2K5,8.5,
Fight Night 2004,8.6,
Assassin's Creed III: Liberation,7.2,7.2
Tom Clancy's Splinter Cell: Pandora Tomorrow,9.2,9
Imagine: Master Chef,7,
Super Scribblenauts,7.9,
Disney Princess,,
Kirby & the Amazing Mirror,7.9,
Mario Golf,9,
Minecraft,5.5,
Dying Light,7.4,7.8
Fight Night Round 3,8.6,
Ryse: Son of Rome,6.8,6.2
The SpongeBob SquarePants Movie,,
Grim Dawn,8.4,8.5
Forza Horizon 2,8.6,8.3
Midway Arcade Treasures,7,
Triple Play 99,,
Super Monkey Ball,9,
Wall-E,,
Donkey Kong,,
Mortal Kombat 4,8,
The Sims 3,,
WCW vs the World,,
Mass Effect 3,9.5,
Battlefield: Bad Company,8.6,
Mass Effect 2,9.3,
Homefront,6.7,
Red Dead Revolver,7,
4 Nin uchi Mahjong,,
Dragon Ball Z,,
Game de Hakken!! Tamagotchi 2,,
Namco Museum 64,5.5,
One Piece Pirate Warriors,,
Resident Evil Outbreak,7.1,
Tamagotchi,,
Tekken Tag Tournament 2,7.5,
Doom (2016),,
Sonic & SEGA All-Stars Racing,7.9,
Sega Genesis Collection,8.3,
Tony Hawk's American Wasteland (Weekly american sales),,
The House of the Dead 2 & 3 Return,6.5,7
Assassin's Creed Syndicate,7.8,6.3
BioShock,9.3,9.6
SingStar Pop,7.7,
Kirby Super Star,,
My Word Coach,7.2,
Star Wars: The Force Unleashed II,6.3,
Sonic Rivals,7,
Tiger Woods PGA Tour 2005,9,
Disney Princess: Magical Jewels,6,
NCAA Football 2003,8.9,
Frogger 2: Swampy's Revenge,8.5,
WWE SmackDown vs Raw 2008,7.3,
Smarty Pants,6.5,
Dead Space 2,9,
Kinect Joy Ride,5.6,
Disney's DuckTales,,
Style Savvy: Trendsetters,,
The Legend of Zelda: Twilight Princess,9.5,
Classic NES Series: Super Mario Bros.,,
Triple Play 2000,9.2,
South Park: The Fractured But Whole,7.9,7.7
Hasbro Family Game Night,7,
Cabela's Big Game Hunter,5.7,
NBA Live 06 (Weekly american sales),,
Middle-Earth: Shadow of Mordor,,
NFL Street,9.2,
Pokemon XD: Gale of Darkness,6.9,
R.B.I. Baseball 2,,
Sonic Heroes,7.2,
Super Metroid,8,
LEGO Batman 2: DC Super Heroes,8,
Tiger Woods PGA Tour 09 All-Play,8.3,
Medal of Honor: Warfighter,,
UFC Undisputed 2010,8.4,
Rayman Raving Rabbids,7.5,
Injustice: Gods Among Us,8.2,
Yu-Gi-Oh! The Duelists of the Roses,7,
LEGO Star Wars: The Video Game,7.9,
Hello Kitty Party,,
LEGO Star Wars II: The Original Trilogy,8.4,
Metroid Prime 3: Corruption,9,9.4
Style Savvy: Fashion Forward,6.5,6.9
The Lion King,,
LEGO Indiana Jones 2: The Adventure Continues,7.5,
Knockout Kings 2000,8.5,
Twisted Metal: Black,8.9,
NASCAR 2005: Chase for the Cup,9.2,
Fight Night Round 4,8.7,
Spider-Man: The Movie,7.7,
Dead Space,8.9,
Need for Speed: Undercover,,
2Xtreme,8.3,
Anno 2070,8.7,7.1
Sonic Advance 3,9,
Bravely Default: Flying Fairy,8.2,
Dragon Quest III: Soshite Densetsu e...,,
Final Fantasy III,,
Frostpunk,8.4,8.4
Gran Turismo 4 Prologue,,
