game,platform,publisher,developer,games_sold,year
Super Mario World 2: Yoshi's Island,SNES,Nintendo,Nintendo EAD,4.12,1995
Batman: Arkham Knight,PS4,Warner Bros. Interactive,Rocksteady Studios,4.11,2015
FIFA 07 Soccer,PS2,EA Sports,Team Fusion,4.11,2006
The Sims 4,PC,Electronic Arts,Maxis,4.1,2014
Monster Hunter 4,3DS,Capcom,Capcom,4.1,2013
Street Fighter II Turbo,SNES,Capcom,Capcom,4.1,1993
Fallout: New Vegas,X360,Bethesda Softworks,Obsidian Entertainment,4.08,2010
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Nintendo EAD,4.07,2013
Assassin's Creed Origins,PS4,Ubisoft,Ubisoft Montreal,4.06,2017
Far Cry 4,PS4,Ubisoft,Ubisoft Montreal,4.06,2014
Carnival Games,Wii,Global Star Software,Cat Daddy Games,4.06,2007
World Soccer Winning Eleven 9,PS2,Konami,Konami Computer Entertainment Tokyo,4.06,2006
Forza Motorsport 2,X360,Microsoft Game Studios,Turn 10 Studios,4.05,2007
Namco Museum Vol.3,PS,Namco,Namco,4.05,1997
Tekken Tag Tournament,PS2,Namco,Namco,4.05,2000
Golf,NES,Nintendo,Nintendo,4.01,1985
Super Mario Maker,WiiU,Nintendo,Nintendo EAD,4.01,2015
Arma III,PC,Bohemia Interactive,Bohemia Interactive,4,2013
Diablo II,PC,Blizzard Entertainment,Blizzard North,4,2000
Disney's Aladdin,GEN,Sega,Virgin Interactive,4,1993
EyeToy Play,PS2,Sony Computer Entertainment,SCEE London Studio,4,2003
Just Dance,Wii,Ubisoft,Ubisoft Paris,4,2009
Monster Hunter: World,PS4,Capcom,Capcom,4,2018
Star Fox 64,N64,Nintendo,Nintendo EAD,4,1997
The Last of Us: Part II,PS4,Sony Interactive Entertainment,Naughty Dog,4,2020
World of Warcraft: Wrath of the Lich King,PC,Blizzard Entertainment,Blizzard Entertainment,4,2008
Fallout 3,PS3,Bethesda Softworks,Bethesda Game Studios,4,2008
The Legend of Zelda: Oracle of Ages / Seasons,GBC,Nintendo,Capcom,3.99,2001
The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,Bethesda Game Studios,3.99,2011
Namco Museum: 50th Anniversary,PS2,Namco,Digital Eclipse,3.98,2005
NBA 2K16,PS4,2K Sports,Visual Concepts,3.98,2015
Left 4 Dead 2,X360,Electronic Arts,Certain Affinity / Valve Software,3.97,2009
Far Cry 5,PS4,Ubisoft,Ubisoft,3.95,2018
Battlefield 4,PS4,Electronic Arts,EA DICE,3.94,2013
Assassin's Creed IV: Black Flag,PS3,Ubisoft,Ubisoft Montreal,3.94,2013
EA Sports Active,Wii,EA Sports,EA Vancouver,3.93,2009
Half-Life 2: Episode One,PC,Electronic Arts,Valve Software,3.92,2006
Donkey Kong Land,GB,Nintendo,Rare Ltd.,3.91,1995
English Training: Have Fun Improving Your Skills!,DS,Nintendo,Plato,3.91,2006
Dragon Quest III,NES,Enix,ChunSoft,3.9,1992
Tony Hawk's Underground,PS2,Activision,Neversoft Entertainment,3.9,2003
Just Dance 2014,Wii,Ubisoft,Ubisoft Paris,3.89,2013
Professor Layton and the Diabolical Box,DS,Nintendo,Level 5,3.88,2009
Sports Champions,PS3,Sony Computer Entertainment,SCE San Diego Studio,3.88,2010
World Soccer Winning Eleven 8 International,PS2,Konami,Konami Computer Entertainment Tokyo,3.85,2005
Namco Museum Vol.1,PS,Namco,Namco,3.84,1996
The Legend of Zelda: Link's Awakening,GB,Nintendo,Nintendo EAD,3.83,1993
Resident Evil VII: Biohazard,PS4,Capcom,Capcom,3.83,2017
Monster Hunter Freedom Unite,PSP,Capcom,Capcom Production Studio 1,3.8,2009
Madden NFL 20,PS4,EA Sports,EA Tiburon,3.78,2019
Gran Turismo Sport,PS4,Sony Interactive Entertainment,Polyphony Digital,3.77,2017
LEGO Indiana Jones: The Original Adventures,X360,LucasArts,Traveller's Tales,3.76,2008
The Sims: Unleashed,PC,Electronic Arts,Maxis,3.76,2002
Tomodachi Collection,DS,Nintendo,Nintendo SPD Group No.1,3.76,2009
Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,High Impact Games,3.75,2007
Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,Argonaut Games,3.73,2001
Pokemon Trading Card Game,GB,Nintendo,Hudson Soft,3.72,2000
FIFA 17,XOne,Electronic Arts,EA Canada,3.71,2016
Spyro: Year of the Dragon,PS,Sony Computer Entertainment,Insomniac Games,3.71,2000
FIFA Soccer 2005,PS2,EA Sports,EA Canada,3.7,2004
Diablo III: Reaper of Souls,PC,Blizzard Entertainment,Blizzard Entertainment,3.7,2014
The Legend of Zelda: Skyward Sword,Wii,Nintendo,Nintendo EAD,3.67,2011
Tony Hawk's Pro Skater 4,PS2,Activision,Neversoft Entertainment,3.67,2002
Midnight Club 3: DUB Edition,PSP,Rockstar Games,Rockstar Leeds,3.66,2005
MySims,DS,Electronic Arts,EA Redwood Shores,3.66,2007
Banjo-Kazooie,N64,Nintendo,Rare Ltd.,3.65,1998
SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Zipper Interactive,3.65,2002
Battlefield 4,PS3,Electronic Arts,EA DICE,3.64,2013
Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,Naughty Dog,3.64,2001
Pokemon Snap,N64,Nintendo,HAL Laboratory,3.63,1999
Pro Evolution Soccer 2008,PS2,Konami,Konami,3.63,2008
FIFA Soccer 10,PS3,EA Sports,EA Canada,3.63,2009
Guitar Hero: World Tour,Wii,Activision,Vicarious Visions,3.62,2008
Gears of War: Ultimate Edition,XOne,Microsoft Studios,The Coalition,3.62,2015
Star Wars Battlefront,PS2,LucasArts,Pandemic Studios,3.61,2004
Doom II,PC,GT Interactive,id Software,3.61,1994
The Simpsons: Road Rage,PS2,Electronic Arts,Radical Entertainment,3.61,2001
BattleBlock Theater,PC,The Behemoth,The Behemoth,3.61,2014
Assassin's Creed Syndicate,PS4,Ubisoft,Ubisoft Quebec,3.6,2015
Star Wars Battlefront II,PS2,LucasArts,Pandemic Studios,3.59,2005
Assassin's Creed: Unity,XOne,Ubisoft,Ubisoft Montreal,3.58,2014
Cooking Mama 2: Dinner With Friends,DS,Majesco,Office Create,3.58,2007
Undertale,PC,Toby Fox,Toby Fox,3.58,2015
WWF SmackDown!,PS,THQ,Yuke's,3.58,2000
Croc: Legend of the Gobbos,PS,Fox Interactive,Argonaut Games,3.56,1997
Battlefield 4,X360,Electronic Arts,EA DICE,3.54,2013
Grand Theft Auto: Liberty City Stories,PS2,Rockstar Games,Rockstar Leeds,3.54,2006
The Getaway,PS2,Sony Computer Entertainment,Team Soho,3.54,2003
Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,Core Design Ltd.,3.54,1998
Batman: Arkham Asylum,X360,Eidos Interactive,Rocksteady Studios,3.54,2009
Assassin's Creed: Brotherhood,X360,Ubisoft,Ubisoft Montreal,3.53,2010
James Bond 007: Agent Under Fire,PS2,Electronic Arts,EA Redwood Shores,3.53,2001
LEGO Star Wars: The Video Game,PS2,Eidos Interactive,Traveller's Tales,3.53,2005
Resident Evil 5,X360,Capcom,Capcom,3.53,2009
Rugrats in Paris: The Movie,PS,THQ,Avalanche Software,3.52,2000
NBA 2K17,PS4,2K Sports,Visual Concepts,3.52,2016
FIFA Soccer 11,X360,EA Sports,EA Canada,3.52,2010
Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,Insomniac Games,3.52,1999
Left 4 Dead,X360,Valve Corporation,Certain Affinity / Valve Software,3.52,2008
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Rare Ltd.,3.51,1996
Fable II,X360,Microsoft Game Studios,Lionhead Studios,3.5,2008
Final Fantasy VII Remake,PS4,Square Enix,Square Enix,3.5,2020
Kung Fu,NES,Nintendo,Irem Software Engineering,3.5,1985
Resident Evil 3: Nemesis,PS,Capcom,Capcom,3.5,1999
World of Warcraft: The Burning Crusade,PC,Blizzard Entertainment,Blizzard Entertainment,3.5,2007
FIFA Soccer 2004,PS2,EA Sports,EA Canada,3.49,2003
Pokemon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,ChunSoft,3.49,2006
Mortal Kombat X,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,3.49,2015
Battlefield: Bad Company 2,X360,Electronic Arts,EA Digital Illusions CE,3.48,2010
Borderlands,X360,2K Games,Gearbox Software,3.48,2009
Mario & Sonic at the Olympic Winter Games,DS,Sega,Sega,3.47,2009
Dying Light,PC,Warner Bros. Interactive Entertainment,Techland,3.47,2016
Guitar Hero: On Tour,DS,Activision,Vicarious Visions,3.46,2008
Dragon Ball Z: Budokai,PS2,Atari,Dimps Corporation,3.46,2002
Halo: The Master Chief Collection,XOne,Microsoft Studios,343 Industries,3.44,2014
LEGO Batman: The Videogame,X360,Warner Bros. Interactive,Traveller's Tales,3.44,2008
Tekken 4,PS2,Namco,Namco,3.44,2002
FIFA 14,PS4,EA Sports,EA Canada,3.43,2013
Animal Crossing: Happy Home Designer,3DS,Nintendo,Nintendo EAD,3.43,2015
LittleBigPlanet 2,PS3,Sony Computer Entertainment,Media Molecule,3.43,2011
Grand Theft Auto 2,PS,Rockstar Games,DMA Design,3.42,1999
Destiny,XOne,Activision,Bungie,3.41,2014
Spider-Man 2,PS2,Activision,Treyarch,3.41,2004
F-1 Race,GB,Nintendo,Nintendo,3.41,1991
Super Mario Maker,3DS,Nintendo,Nintendo,3.4,2016
World of Warcraft: Battle for Azeroth,PC,Blizzard Entertainment,Blizzard Entertainment,3.4,2018
FIFA Soccer 2003,PS2,EA Sports,EA Canada,3.4,2002
Crash Bash,PS,Sony Computer Entertainment,Eurocom Entertainment Software,3.39,2000
Gears of War 4,XOne,Microsoft Studios,The Coalition,3.38,2016
Tekken: Dark Resurrection,PSP,Namco Bandai,8ing/Raizing,3.37,2006
The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Bethesda Softworks,3.36,2016
Watch Dogs 2,PS4,Ubisoft,Ubisoft,3.36,2016
The Legend of Zelda: Majora's Mask,N64,Nintendo,Nintendo EAD,3.36,2000
WWF War Zone,PS,Acclaim Entertainment,Iguana Entertainment,3.36,1998
Yoshi's Island DS,DS,Nintendo,Artoon,3.36,2006
Assassin's Creed IV: Black Flag,X360,Ubisoft,Ubisoft Montreal,3.34,2013
NBA 2K18,PS4,2K Sports,Visual Concepts,3.34,2017
Big Brain Academy: Wii Degree,Wii,Nintendo,Nintendo EAD,3.34,2007
Rugrats: Search For Reptar,PS,THQ,n-Space,3.34,1998
Luigi's Mansion,GC,Nintendo,Nintendo EAD,3.33,2001
James Bond 007: Nightfire,PS2,Electronic Arts,Eurocom Entertainment Software,3.33,2002
Ratchet & Clank,PS2,Sony Computer Entertainment,Insomniac Games,3.33,2002
Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,The Collective,3.32,2005
Max Payne,PS2,Rockstar Games,Remedy Entertainment,3.31,2001
Madden NFL 16,PS4,EA Sports,EA Tiburon,3.3,2015
World of Warcraft: Legion,PC,Blizzard Entertainment,Blizzard Entertainment,3.3,2016
World of Warcraft: Warlords of Draenor,PC,Activision Blizzard,Blizzard Entertainment,3.3,2014
Dark Souls III,PC,Namco Bandai Games,From Software,3.29,2016
Dark Souls: Prepare to Die Edition,PC,Namco Bandai Games,From Software,3.29,2012
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",3.28,2003
Half-Life 2: Episode Two,PC,Valve Software,Valve Corporation,3.28,2007
Madden NFL 17,PS4,EA Sports,EA Tiburon,3.28,2016
True Crime: Streets of LA,PS2,Activision,Luxoflux,3.27,2003
Gran Turismo (PSP),PSP,Sony Computer Entertainment,Polyphony Digital,3.27,2009
Far Cry 3,PS3,Ubisoft,Ubisoft Montreal,3.27,2012
God of War: Chains of Olympus,PSP,Sony Computer Entertainment,Ready at Dawn,3.26,2008
FIFA 16,XOne,EA Sports,EA Canada,3.25,2015
Tekken,PS,Namco,Namco,3.24,1995
Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,Bandai Namco Games,3.23,2007
007: Tomorrow Never Dies,PS,Electronic Arts,Black Ops Entertainment,3.21,1999
L.A. Noire,PS3,Rockstar Games,Team Bondi,3.21,2011
Baseball,NES,Nintendo,Nintendo,3.2,1985
Detroit: Become Human,PS4,Sony Interactive Entertainment,Quantic Dream,3.2,2018
Dragon Quest IV,NES,Enix,ChunSoft,3.2,1992
Dragon Quest VI: Maboroshi no Daichi,SNES,Enix,Heart Beat,3.2,1995
Killer Instinct,SNES,Nintendo,Rare Ltd.,3.2,1995
WWF SmackDown! 2: Know Your Role,PS,THQ,Yuke's,3.2,2000
Middle-Earth: Shadow of Mordor,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,3.19,2014
Assassin's Creed IV: Black Flag,PS4,Ubisoft,Ubisoft Montreal,3.19,2013
Personal Trainer: Cooking,DS,Nintendo,Nintendo EAD,3.18,2008
Enter the Matrix,PS2,Atari,Shiny Entertainment,3.18,2003
Assassin's Creed Odyssey,PS4,Ubisoft,Ubisoft Quebec,3.18,2018
Fallout: New Vegas,PS3,Bethesda Softworks,Obsidian Entertainment,3.17,2010
Sonic Heroes,PS2,Sega,Sonic Team,3.16,2004
Club Penguin: Elite Penguin Force,DS,Disney Interactive Studios,1st Playable Productions,3.14,2008
FIFA Soccer 08,PS2,EA Sports,EA Canada,3.14,2007
FIFA 18,XOne,EA Sports,EA Vancouver,3.14,2017
Spider-Man,PS,Activision,Neversoft Entertainment,3.13,2000
Need for Speed III: Hot Pursuit,PS,Electronic Arts,EA Canada,3.12,1998
The Elder Scrolls IV: Oblivion,PS3,Bethesda Softworks,4J Studios,3.12,2007
Star Wars Episode I Racer,N64,LucasArts,LucasArts,3.12,1999
Tekken 6,PS3,Namco Bandai,Namco Bandai Games,3.12,2009
Yoshi,GB,Nintendo,Game Freak,3.12,1992
Resident Evil 6,PS3,Capcom,Capcom,3.12,2012
Tom Clancy's Ghost Recon Wildlands,PS4,Ubisoft,Ubisoft Paris,3.12,2017
NBA 2K13,X360,2K Sports,Visual Concepts,3.11,2012
Titanfall,XOne,Electronic Arts,Respawn Entertainment,3.11,2014
Mario Party 9,Wii,Nintendo,"Nd Cube Co., Ltd.",3.11,2012
Mass Effect 2,X360,Electronic Arts,BioWare Edmonton,3.1,2010
The Legend of Zelda: Majora's Mask 3D,3DS,Nintendo,GREZZO,3.09,2015
Madden NFL 2002,PS2,EA Sports,EA Sports,3.08,2001
World Class Track Meet,NES,Bandai,Bandai,3.08,1987
LEGO Batman: The Videogame,Wii,Warner Bros. Interactive,Traveller's Tales,3.08,2008
Saints Row 2,X360,THQ,Volition Inc.,3.07,2008
Donkey Kong,GB,Nintendo,Nintendo EAD,3.07,1994
The Sims: Vacation,PC,Electronic Arts,Maxis,3.07,2002
Call of Duty: Ghosts,XOne,Activision,Infinity Ward,3.07,2013
LEGO Batman: The Videogame,DS,Warner Bros. Interactive,Traveller's Tales,3.06,2008
Borderlands 2,X360,2K Games,Gearbox Software,3.06,2013
New Super Luigi U,WiiU,Nintendo,Nintendo,3.05,2013
Kung Fu Panda,X360,Activision,Luxoflux,3.05,2008
Mass Effect 3,X360,Electronic Arts,BioWare,3.04,2012
Rhythm Heaven,DS,Nintendo,Nintendo SPD Group No.1,3.04,2009
Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,Kojima Productions,3.04,2015
Rayman,PS,Ubisoft,Ubisoft Montpellier,3.03,1995
Tom Clancy's Splinter Cell,XB,Ubisoft,Ubisoft,3.02,2002
Mike Tyson's Punch-Out!!,NES,Nintendo,Nintendo IRD,3.02,1987
Professor Layton and the Unwound Future,DS,Nintendo,Level 5,3.02,2010
WWE SmackDown! Shut Your Mouth,PS2,THQ,Yuke's Future Media Creators,3.02,2002
Disney Epic Mickey,Wii,Disney Interactive Studios,Junction Point Studios,3.02,2010
Killzone 2,PS3,Sony Computer Entertainment,Guerrilla Games,3.02,2009
1-2-Switch,NS,Nintendo,Nintendo EPD,3.01,2017
Crysis,PC,Electronic Arts,Crytek,3,2007
DayZ,PC,Bohemia Interactive,Unknown,3,2012
Fable,XB,Microsoft Game Studios,Big Blue Box,3,2004
Gears of War 3,X360,Microsoft Studios,Epic Games,3,2011
Heavy Rain,PS3,Sony Computer Entertainment,Quantic Dream,3,2010
Kinect Sports,X360,Microsoft Game Studios,Rare Ltd.,3,2010
MotorStorm,PS3,Sony Computer Entertainment,Evolution Studios,3,2007
Sonic and the Secret Rings,Wii,Sega,Sonic Team,3,2007
Sonic Rush,DS,Sega,Dimps Corporation,3,2005
Space Engineers,PC,Keen Software House,Keen Software House,3,2019
Torchlight II,PC,Runic Games,Runic Games,3,2012
Warcraft II: Tides of Darkness,PC,Blizzard Entertainment,Blizzard Entertainment,3,1996
WWE SmackDown! vs. Raw 2006,PS2,THQ,Yuke's,3,2005
Kirby Super Star Ultra,DS,Nintendo,HAL Laboratory,2.99,2008
Star Fox,SNES,Nintendo,Argonaut Games,2.99,1993
The Sims: Livin Large,PC,Electronic Arts,Maxis,2.99,2000
World Soccer Winning Eleven 6 International,PS2,Konami,Konami Computer Entertainment Tokyo,2.99,2003
Far Cry 3,X360,Ubisoft,Ubisoft Montreal,2.98,2012
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Nintendo,Nintendo Software Technology Corporation,2.98,2010
Style Savvy,DS,Nintendo,syn Sophia,2.98,2009
Super Meat Boy,PC,Unknown,Team Meat,2.97,2010
Yokai Watch,3DS,Nintendo,Level 5,2.97,2015
The Legend of Zelda: Spirit Tracks,DS,Nintendo,Nintendo EAD,2.96,2009
Battlefield: Bad Company 2,PS3,Electronic Arts,EA Digital Illusions CE,2.96,2010
Hitman 2: Silent Assassin,PS2,Eidos Interactive,IO Interactive,2.96,2002
Yokai Watch 2: Psychic Specters,3DS,Nintendo,Level 5,2.95,2017
Street Fighter IV,X360,Capcom,Capcom / Dimps Corporation,2.95,2009
SOCOM II: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Zipper Interactive,2.94,2003
WWE SmackDown! vs. RAW 2006,PS2,THQ,Yuke's,2.94,2005
Fire Emblem Fates,3DS,Nintendo,Intelligent Systems,2.94,2016
Wave Race 64,N64,Nintendo,Nintendo EAD,2.94,1996
Pac-Man Collection,GBA,Namco,Mass Media,2.94,2001
Pokemon Ranger,DS,Nintendo,HAL Laboratory,2.93,2006
Madden NFL 13,X360,EA Sports,EA Tiburon,2.93,2012
Doom (2016),PS4,Bethesda Softworks,id Software,2.92,2016
Mass Effect,X360,Microsoft Game Studios,BioWare Edmonton,2.91,2007
FIFA 15,X360,EA Sports,EA Canada,2.91,2014
Counter-Strike: Condition Zero,PC,Sierra Entertainment,Turtle Rock Studios,2.9,2004
Dragon Ball Z: Budokai 2,PS2,Atari,Dimps Corporation,2.9,2003
Final Fantasy III,SNES,Square,SquareSoft,2.9,1994
Mortal Kombat (2011),PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,2.9,2011
World Soccer Winning Eleven 7 International,PS2,Konami,Konami Computer Entertainment Tokyo,2.9,2004
Sega Superstars Tennis,X360,Sega,Sumo Digital,2.89,2008
Cooking Mama: Cook Off,Wii,Majesco,Office Create,2.89,2007
Hot Shots Golf 3,PS2,Sony Computer Entertainment,Clap Hanz,2.89,2002
Call of Duty: Finest Hour,PS2,Activision,Spark Unlimited,2.89,2004
Syphon Filter,PS,989 Studios,Eidetic,2.88,1999
Imagine: Babyz,DS,Ubisoft,Visual Impact,2.87,2007
Fire Emblem: Three Houses,NS,Nintendo,Intelligent Systems,2.87,2019
Mafia III,PS4,2K Games,Hangar 13,2.87,2016
Subnautica,PC,Unknown Worlds Entertainment,Unknown Worlds Entertainment,2.87,2018
Colin McRae Rally,PS,Sony Computer Entertainment,Codemasters,2.87,2000
Wii Music,Wii,Nintendo,Nintendo EAD,2.86,2008
The Elder Scrolls III: Morrowind,XB,Bethesda Softworks,Bethesda Softworks,2.86,2002
Prison Architect,PC,Introversion Software,Introversion Software,2.86,2015
Assassin's Creed: Brotherhood,PS3,Ubisoft,Ubisoft Montreal,2.85,2010
Command & Conquer: Red Alert,PC,Virgin Interactive,Westwood Studios,2.85,1996
F-Zero,SNES,Nintendo,Nintendo EAD,2.85,1991
Yoshi's Story,N64,Nintendo,Nintendo EAD,2.85,1998
The Walking Dead: A Telltale Games Series,PC,Telltale Games,Telltale Games,2.85,2012
Metroid Prime,GC,Nintendo,Retro Studios,2.84,2002
Zumba Fitness 2,Wii,Majesco,"Pipeworks Software, Inc.",2.83,2011
Madden NFL 10,X360,EA Sports,EA Tiburon,2.83,2009
BioShock,X360,2K Games,2K Australia / 2K Boston,2.83,2007
Mario Party: Island Tour,3DS,Nintendo,"Nd Cube Co., Ltd.",2.83,2013
Yoshi's Island: Super Mario Advance 3,GBA,Nintendo,Nintendo EAD,2.83,2002
WWE SmackDown! vs. Raw,PS2,THQ,Yuke's,2.83,2004
Finding Nemo,GBA,THQ,Vicarious Visions,2.82,2003
Medal of Honor,PS3,Electronic Arts,EA Los Angeles,2.82,2010
Diablo III: Ultimate Evil Edition,PS4,Blizzard Entertainment,Blizzard Entertainment,2.82,2014
The Legend of Zelda: A Link to the Past,GBA,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",2.82,2002
Gran Turismo (PSP),PSN,Sony Computer Entertainment,Polyphony Digital,2.82,2009
Need for Speed: Hot Pursuit,PS3,Electronic Arts,Criterion Games,2.81,2010
Imagine: Fashion Designer,DS,Ubisoft,Virtual Toys / Lexis Numerique,2.81,2007
Killzone 3,PS3,Sony Computer Entertainment,Guerrilla Games,2.81,2011
Hitman: Absolution,PC,Square Enix,IO Interactive,2.81,2012
WWE SmackDown! Here Comes the Pain,PS2,THQ,Yuke's,2.8,2003
Dragon Quest V: Tenkuu no Hanayome,SNES,Enix,ChunSoft,2.8,1992
Infestation: Survivor Stories,PC,Unknown,Hammerpoint Interactive,2.8,2012
Tekken 5,PS2,Namco,Namco,2.8,2005
Hot Shots Golf,PS,Sony Computer Entertainment,Camelot Software Planning,2.79,1998
Trine 2,PC,Frozenbyte,Frozenbyte,2.79,2011
Skylanders: Spyro's Adventure,Wii,Activision,Toys for Bob,2.79,2011
A Bug's Life,PS,Sony Computer Entertainment,Traveller's Tales,2.79,1998
WWF SmackDown! Just Bring It,PS2,THQ,Yuke's,2.79,2001
Mortal Kombat Trilogy,PS,Midway Games,Avalanche Software,2.79,1996
NBA Street,PS2,EA Sports BIG,NuFX,2.79,2001
Jak II,PS2,Sony Computer Entertainment,Naughty Dog,2.78,2003
Ratchet & Clank: Going Commando,PS2,Sony Computer Entertainment,Insomniac Games,2.78,2003
The Sims,PS2,Electronic Arts,Edge of Reality,2.77,2003
Star Wars: The Force Unleashed,X360,LucasArts,LucasArts,2.77,2008
Saints Row: The Third,X360,THQ,Volition Inc.,2.77,2011
Donkey Kong Country Returns 3D,3DS,Nintendo,Monster Games,2.76,2013
Missile Command,2600,Atari,Atari,2.76,1981
Battlefield 3,PC,Electronic Arts,Dice,2.76,2011
The Binding of Isaac: Rebirth,PC,Nicalis,Nicalis,2.76,2014
Mario Tennis Aces,NS,Nintendo,Camelot Software Planning,2.75,2018
Resident Evil,PS,Capcom,Capcom,2.75,1996
Need for Speed: Most Wanted (2012),PS3,Electronic Arts,Criterion Games,2.74,2012
Tetris DS,DS,Nintendo,Nintendo,2.74,2006
L.A. Noire,X360,Rockstar Games,Team Bondi,2.73,2011
Metroid,NES,Nintendo,Nintendo R&D1,2.73,1987
Ring Fit Adventure,NS,Nintendo,Nintendo EPD,2.73,2019
Far Cry: Primal,PS4,Ubisoft,Ubisoft Montreal,2.73,2016
"Pokemon: Let's Go, Eevee!",NS,Nintendo,Game Freak,2.73,2018
Overwatch,XOne,Blizzard Entertainment,Blizzard Entertainment,2.72,2016
Need for Speed (2015),PS4,Electronic Arts,Ghost Games,2.72,2015
Madden NFL 13,PS3,EA Sports,EA Tiburon,2.71,2012
Skate 3,X360,EA Sports,EA Black Box,2.71,2010
Tom Clancy's Rainbow Six: Siege,XOne,Ubisoft,Ubisoft Montreal,2.71,2015
Divinity: Original Sin,PC,Focus Home Interactive,Unknown,2.71,2015
Madden NFL 12,X360,EA Sports,EA Tiburon,2.7,2011
1602 A.D.,PC,Sunflowers,Max Design,2.7,2000
Dead Rising 3,XOne,Microsoft Studios,Capcom,2.7,2013
Mario Party,N64,Nintendo,Hudson Soft,2.7,1999
World of Warcraft: Mists of Pandaria,PC,Blizzard Entertainment,Blizzard Entertainment,2.7,2012
Call of Duty 3,X360,Activision,Treyarch,2.7,2006
LEGO Star Wars II: The Original Trilogy,PS2,LucasArts,Traveller's Tales,2.69,2006
Madden NFL 11,X360,EA Sports,EA Tiburon,2.69,2010
Burnout 3: Takedown,PS2,Electronic Arts,Criterion Games,2.68,2004
Mortal Kombat,GEN,Arena Entertainment,Probe Entertainment Limited,2.67,1993
Halo Wars,X360,Microsoft Game Studios,Ensemble Studios,2.67,2009
Call of Duty 2: Big Red One,PS2,Activision,Treyarch,2.67,2005
Medal of Honor,PS,Electronic Arts,DreamWorks Interactive,2.67,1999
Guitar Hero: World Tour,X360,Activision,Neversoft Entertainment,2.66,2008
WWE SmackDown! Shut Your Mouth,PS2,THQ,Yuke's,2.66,2002
Final Fantasy XIII-2,PS3,Square Enix,Square Enix,2.66,2012
Medal of Honor Heroes,PSP,Electronic Arts,Team Fusion,2.66,2006
Hannah Montana,DS,Buena Vista,DC Studios,2.65,2006
Need for Speed: Shift,PS3,Electronic Arts,Slightly Mad Studios,2.65,2009
Tom Clancy's Splinter Cell,PS2,Ubisoft,Ubisoft,2.65,2003
Star Wars: Shadows of the Empire,N64,Nintendo,LucasArts,2.65,1996
